Gene.symbol	logFC	adj.P.Val
AU023386	-2.03e-01	0.086004
Cyfip2	-2.30e-01	0.086006
Nr4a3	-3.30e-01	0.086063
	-3.50e-01	0.086067
Selrc1	-3.37e-01	0.086084
	2.83e-01	0.086105
1700006E09Rik	-2.83e-01	0.086105
1700067P10Rik	-3.40e-01	0.086156
Nrp1	-5.50e-01	0.086157
Kndc1	-2.60e-01	0.086171
	-2.13e-01	0.086183
Gtf2h4	-2.83e-01	0.086184
Tectb	-2.33e-01	0.086203
Ipmk	-3.47e-01	0.086203
5730433N10Rik	-3.27e-01	0.086229
Sbno1	-2.27e-01	0.08624
Cblc	-2.80e-01	0.086253
Med25	-2.60e-01	0.086254
Irf2bpl	-2.60e-01	0.086254
Gna14	-4.50e-01	0.086264
Bbs2	-2.90e-01	0.086278
Akt2	-2.80e-01	0.086286
Naa35	-2.73e-01	0.086325
Bcl6	-3.53e-01	0.086327
1700023E05Rik	-2.53e-01	0.086327
Ankfy1	-2.53e-01	0.086327
Npas1	-2.57e-01	0.08636
Dap	-3.10e-01	0.086391
Clgn	-2.10e-01	0.086399
Mknk2	-6.83e-01	0.086421
Cotl1	-2.47e-01	0.086433
Bpifa2	2.50e-01	0.086457
Brk1	-2.87e-01	0.086504
	-2.67e-01	0.086511
Tnfaip8l1	-3.47e-01	0.086517
	-3.23e-01	0.086522
Hoxb1	-2.60e-01	0.086536
Unc5cl	2.37e-01	0.086552
Keap1	-3.40e-01	0.086552
Fam122b	-4.43e-01	0.086567
Ccdc66	-2.93e-01	0.086587
Marcks	-3.17e-01	0.086594
Glra3	-2.33e-01	0.086598
Atg9b	-2.23e-01	0.086604
Pcgf6	-3.43e-01	0.086604
Tet1	-2.53e-01	0.086619
Tmem158	-2.83e-01	0.086642
	-3.13e-01	0.086666
Cox6b1	-2.60e-01	0.086666
Prss2	-2.10e-01	0.086678
Tmem255a	-3.03e-01	0.086679
Atp8a1	3.83e-01	0.086687
Siah2	-2.23e-01	0.086724
Zmat2	2.23e-01	0.086724
	-2.20e-01	0.08674
Abcc5	-3.27e-01	0.08674
	-2.40e-01	0.086768
Serbp1	-2.43e-01	0.086773
Tmem64	-6.43e-01	0.086812
Elavl1	-3.37e-01	0.086816
Eif3i	-2.63e-01	0.086824
Tph2	-2.90e-01	0.086827
	-3.00e-01	0.086838
Gabrq	-2.40e-01	0.086878
Rps27a	-2.03e-01	0.086907
Ddx60	-2.53e-01	0.086912
	-2.23e-01	0.086912
	-3.37e-01	0.086925
Myot	-2.33e-01	0.086935
C80893	-3.00e-01	0.086943
Gmcl1	-3.10e-01	0.086967
Tbl3	-2.60e-01	0.086986
Mrpl3	-2.83e-01	0.086986
Surf4	-2.70e-01	0.086996
Ppm1g	-2.70e-01	0.086996
	2.67e-01	0.087018
Tssk3	2.17e-01	0.087018
Scn9a	-2.40e-01	0.087024
	-2.40e-01	0.087024
Gas5	-2.40e-01	0.087024
Uba2	-2.47e-01	0.087024
Prdx4	-3.23e-01	0.08703
Cxcl9	-2.80e-01	0.087061
Fgfr4	2.60e-01	0.087061
Rpe	-2.40e-01	0.087066
Kif1c	-2.63e-01	0.087066
Gnaz	-2.63e-01	0.087066
Optn	-2.63e-01	0.087066
Ywhab	-2.03e-01	0.087105
Cnot11	-2.17e-01	0.087138
Hoxb4	-3.03e-01	0.087171
	-2.00e-01	0.087171
Src	-2.53e-01	0.087181
Gclc	-2.60e-01	0.087198
Ctsj	-2.33e-01	0.0872
	-2.10e-01	0.087221
Msn	-8.30e-01	0.087235
	2.70e-01	0.087235
LOC552909	-2.00e-01	0.087244
Nebl	-3.20e-01	0.087253
Scap	-2.23e-01	0.08726
Mef2c	-3.90e-01	0.087302
Spint2	-3.17e-01	0.087309
Lysmd1	-3.30e-01	0.087314
Rps2	-1.97e-01	0.087314
Cidea	-2.60e-01	0.087327
Pebp1	-2.17e-01	0.087327
Zbtb8a	-2.63e-01	0.087331
H2afy3	-2.70e-01	0.087354
Gm19576	2.33e-01	0.087354
Rgs16	-2.50e-01	0.087354
Slc30a4	-2.50e-01	0.087354
Pigv	-3.43e-01	0.087354
	-3.77e-01	0.087382
Cntn1	-2.70e-01	0.087389
Cyhr1	-2.37e-01	0.087389
Jak1	-2.13e-01	0.087433
Mtmr11	-2.30e-01	0.087434
	-2.87e-01	0.087478
Fam193a	-2.67e-01	0.08752
E230008O15Rik	-2.80e-01	0.087523
Fgf22	-3.67e-01	0.087599
	-2.27e-01	0.087599
Ern1	-2.27e-01	0.087599
Gda	-2.47e-01	0.087634
Atxn1l	-2.23e-01	0.087638
2900011F02Rik	-2.57e-01	0.087658
	-2.73e-01	0.08767
Dnajc8	-2.47e-01	0.087674
Ubxn2a	-2.47e-01	0.087674
Zfat	-2.47e-01	0.087674
	-3.27e-01	0.087674
Gm6792	-3.03e-01	0.087699
A230070E04Rik	-2.33e-01	0.087701
	-2.33e-01	0.087701
Phf23	-2.17e-01	0.08772
Bambi-ps1	-3.23e-01	0.087764
Stard9	-2.17e-01	0.087795
	-3.03e-01	0.0878
Lemd3	-2.53e-01	0.0878
	-2.40e-01	0.08782
Gbp7	8.40e-01	0.087846
4931428F04Rik	-2.10e-01	0.087847
Ipo8	-2.20e-01	0.087869
Rnase6	-2.50e-01	0.087921
Stt3a	-2.30e-01	0.087921
	-2.07e-01	0.087924
Dhdds	-3.90e-01	0.087955
Ifit3	1.14	0.08796
Arpc5l	-2.40e-01	0.087989
Lpp	-3.50e-01	0.087989
Ak4	-2.70e-01	0.088001
Fam193a	-2.67e-01	0.088001
	2.03e-01	0.088001
Csnk1a1	-2.23e-01	0.088003
BC042782	-3.83e-01	0.088011
Ndufa8	-2.40e-01	0.088032
Zfp800	2.53e-01	0.088035
Suox	-5.00e-01	0.088035
Yjefn3	-4.17e-01	0.088035
Clk4	-2.20e-01	0.088047
Slco2a1	-2.20e-01	0.088047
Pkd2l1	-2.43e-01	0.088107
4833427G06Rik	-5.23e-01	0.088107
1700022A22Rik	-2.67e-01	0.088124
Oit1	-3.97e-01	0.088139
Sh2b3	-2.93e-01	0.088173
Psmd11	-2.37e-01	0.088173
Pea15a	-4.50e-01	0.088173
Nudc	-2.60e-01	0.088192
Srd5a1	-3.03e-01	0.088196
Abhd10	-3.13e-01	0.088205
Mdh1	-2.37e-01	0.088225
Blmh	-3.30e-01	0.08824
Gpc3	-2.70e-01	0.08824
Tmem198b	-2.10e-01	0.088345
	-3.13e-01	0.088345
Zdhhc3	-2.57e-01	0.088355
Slc25a37	-2.57e-01	0.088355
Bcar1	-2.40e-01	0.088355
Gm17238	-2.27e-01	0.088378
	-2.13e-01	0.088394
Ttc33	-3.47e-01	0.088417
Rep15	-2.07e-01	0.088428
Gm16055	-4.80e-01	0.088448
Cyp4x1	-2.53e-01	0.08848
Rock1	-3.30e-01	0.08848
	-2.77e-01	0.088482
Cnksr3	-2.27e-01	0.0885
Tmem29	-2.50e-01	0.088507
	-3.33e-01	0.088519
Cd79a	-2.67e-01	0.088519
Clasp2	-2.03e-01	0.088519
	-3.37e-01	0.088533
Luc7l	-2.00e-01	0.088551
Nos1	-3.57e-01	0.088551
Trp53bp1	-3.30e-01	0.088551
2610317O13Rik	-2.13e-01	0.088593
Thoc5	-2.77e-01	0.088595
C230052I12Rik	-2.60e-01	0.088599
Ncam1	2.30e-01	0.088599
Bbc3	-2.30e-01	0.088599
Ppp1r16a	-2.33e-01	0.088599
2810430I11Rik	-2.70e-01	0.088612
Il31	-2.20e-01	0.088612
	-2.20e-01	0.088612
	-2.07e-01	0.088619
Rsph9	-2.73e-01	0.088633
Suco	2.13e-01	0.08864
Slc25a36	-4.50e-01	0.088641
2410015M20Rik	-2.03e-01	0.088644
	-3.10e-01	0.08865
Pik3r3	-5.67e-01	0.08865
Prps1l3///Prps1	-2.60e-01	0.088667
Zcchc18	2.50e-01	0.088668
	-2.43e-01	0.088705
Gnaq	-2.03e-01	0.088717
B230343J05Rik	-2.77e-01	0.088731
Pik3cb	-3.53e-01	0.088752
Ptpn20	-2.00e-01	0.088755
	-2.90e-01	0.088757
	-2.13e-01	0.088765
Sdccag3	-3.30e-01	0.088781
Hps4	-2.20e-01	0.088787
C2cd3	-2.80e-01	0.088787
Il33	6.50e-01	0.088809
Nfyb	-2.07e-01	0.088821
Lace1	-2.60e-01	0.088847
Nkd2	-2.03e-01	0.088861
Bai2	-2.53e-01	0.088872
Neurog1	-2.67e-01	0.088872
Prkar2a	2.83e-01	0.088937
8430419L09Rik	3.17e-01	0.088938
Ogfrl1	-2.73e-01	0.088956
AI314604	2.57e-01	0.088981
Tpte	-2.70e-01	0.088981
Pcdhb12	-2.30e-01	0.088991
Sptbn1	-3.37e-01	0.088993
Hipk1	-2.93e-01	0.088999
	-3.67e-01	0.089
Gfra2	-2.67e-01	0.089
Chsy3	-2.13e-01	0.089034
Med22	-2.50e-01	0.089064
	2.10e-01	0.089068
Tex13	-2.17e-01	0.089068
LOC100047604///Psmg2	-2.60e-01	0.089069
Synpo2l	-3.47e-01	0.089093
Ntn4	2.57e-01	0.089113
	-3.30e-01	0.089115
Crk	-3.07e-01	0.089127
Exo5	-3.03e-01	0.089131
Stau1	-2.10e-01	0.089131
Uba1y	-2.23e-01	0.089132
	-2.63e-01	0.089162
Gfod1	-3.03e-01	0.089163
Tsr1	2.33e-01	0.089194
Nubp1	-2.53e-01	0.089198
C80993	2.63e-01	0.089204
Akap13	3.70e-01	0.089211
Ugt2a2///Ugt2a1	-2.20e-01	0.089221
Rps18	-2.33e-01	0.089248
Elavl4	-2.80e-01	0.089297
Ccdc91	-2.63e-01	0.089298
	2.17e-01	0.08933
Ephx2	2.40e-01	0.089395
Stx17	-2.40e-01	0.089395
Ncam1	-3.57e-01	0.089395
Lins	-3.13e-01	0.089403
Zfp318	-2.47e-01	0.089417
Asph	-2.40e-01	0.089448
Otp	-2.23e-01	0.089449
Dlk2	-2.23e-01	0.089449
Fau	-2.23e-01	0.089449
Zfp286	-2.83e-01	0.089463
Tmbim6	-6.17e-01	0.089473
Dhcr24	-3.67e-01	0.089479
	-3.13e-01	0.08949
C030046M01Rik	-3.77e-01	0.089504
Bex1	-2.37e-01	0.089509
Nipal4	-3.07e-01	0.089512
Ykt6	-2.70e-01	0.089512
Ttc9c	-2.93e-01	0.089519
Cdyl	-2.80e-01	0.089519
Ndnl2	-2.27e-01	0.089521
Acyp1	-2.50e-01	0.089534
D7Ertd443e	-3.07e-01	0.089535
4930591A17Rik	-3.53e-01	0.089535
Gmcl1	-2.33e-01	0.089575
Apc	-2.33e-01	0.089575
B3gat3	-2.37e-01	0.089608
Cflar	-3.17e-01	0.089658
Rbbp6	-2.67e-01	0.089689
Acsl4	-3.33e-01	0.089694
Nubp2	-2.33e-01	0.089699
Eral1	-2.27e-01	0.089708
Prrg1	-2.53e-01	0.089722
Chrna9	-2.03e-01	0.089743
	-2.10e-01	0.089757
Ghdc	-3.80e-01	0.089763
Gna12	-2.67e-01	0.08977
Fbxl17	-2.30e-01	0.089788
	-2.83e-01	0.089793
Ttc9c	-2.83e-01	0.089793
4930544F09Rik	-2.57e-01	0.089793
Eml5	-3.07e-01	0.089793
Ranbp9	-3.07e-01	0.089793
	-2.67e-01	0.0898
	-2.93e-01	0.089833
Ahi1	-4.17e-01	0.089871
Gm4392///Ank2	-2.70e-01	0.089886
Arl6	-2.87e-01	0.089907
Lamb2	-3.20e-01	0.089907
BC053393	-3.40e-01	0.089909
Lima1	-3.03e-01	0.089919
Ppp5c	-2.37e-01	0.089933
Ccdc84	-2.87e-01	0.089983
Rabl6	-2.57e-01	0.089983
Map3k3	-9.30e-01	0.089992
	-3.07e-01	0.089993
1700034O15Rik	2.47e-01	0.089998
Kif16b	2.47e-01	0.090058
Senp7	-2.80e-01	0.09007
8030453O22Rik	-4.70e-01	0.090084
Rsrc1	-2.63e-01	0.090084
	-2.10e-01	0.090099
Fancd2	-3.90e-01	0.090099
2210015D19Rik	-2.30e-01	0.090133
5033406O09Rik	-2.13e-01	0.090169
2700089E24Rik	-3.37e-01	0.090169
Phrf1	-2.10e-01	0.090169
Fpr-rs3	-3.07e-01	0.090196
Gm2381///9830147E19Rik	-2.73e-01	0.090212
Cpsf6	-5.87e-01	0.090233
2510003E04Rik	-2.07e-01	0.090251
	-2.33e-01	0.090259
Isg20	2.33e-01	0.090259
	-2.67e-01	0.090289
Spag1	-2.20e-01	0.0903
	-2.47e-01	0.090308
Csta	-2.10e-01	0.090308
	-2.60e-01	0.090326
Dcps	-2.60e-01	0.090326
Sema3e	-2.40e-01	0.090326
	-2.40e-01	0.090326
Ppp1r3g	-2.70e-01	0.090344
Gpi1	-1.97e-01	0.090364
Gm4285	-2.10e-01	0.09037
Cep57	-4.03e-01	0.09037
	-2.40e-01	0.090375
Ctss	-2.27e-01	0.090414
	-2.07e-01	0.090462
Txlna	-2.27e-01	0.090482
4932439E07Rik	-2.17e-01	0.090495
Gm16707	2.50e-01	0.090524
Runx1t1	-3.20e-01	0.090545
Coq10a	2.67e-01	0.090547
Nap1l5	-2.93e-01	0.090556
Ccs	-2.60e-01	0.090557
Pdxp	-2.80e-01	0.090578
Smarcal1	-2.77e-01	0.0906
Zfp629	-3.43e-01	0.090643
Csde1	-2.40e-01	0.090663
Pxn	-3.10e-01	0.090687
	2.73e-01	0.090717
	-2.70e-01	0.090748
Itfg1	-3.80e-01	0.090754
3222402N08Rik	-3.17e-01	0.090773
Nup155	-2.47e-01	0.090778
	-2.13e-01	0.090789
Lrtm1	-2.67e-01	0.090822
Bora	-2.90e-01	0.090842
9930012K11Rik	-2.60e-01	0.090849
Ndufs4	-1.11	0.090867
Ppip5k1	2.03e-01	0.090868
Gtf2h4	-2.40e-01	0.090884
4933417A18Rik	-2.17e-01	0.090905
Surf2	-2.80e-01	0.090907
Rtn4	-2.43e-01	0.090935
Grap2	-3.47e-01	0.090935
Kap	-2.37e-01	0.090935
Psma5	-2.37e-01	0.090935
4933411E08Rik	-2.97e-01	0.090935
Cyp24a1	-2.77e-01	0.090971
Mtch1	-2.50e-01	0.090972
Mpzl2	-2.23e-01	0.090985
Lypla1	-2.30e-01	0.091015
Kat6a	-1.97e-01	0.091015
Pbdc1	-2.17e-01	0.091023
D2Ertd63e	-3.60e-01	0.091023
AA517650	-2.43e-01	0.091023
Ddx18	-2.00e-01	0.091044
Gm3501	2.30e-01	0.091068
Mta3	-3.00e-01	0.091087
Sh3pxd2b	-2.37e-01	0.091098
Oraov1	-2.47e-01	0.091125
Kidins220	-2.40e-01	0.091144
Spn	-2.03e-01	0.091159
Papd4	-3.43e-01	0.091166
Eid3	-4.07e-01	0.091167
2810407C02Rik	-2.57e-01	0.091206
Eif4g2	-2.27e-01	0.091206
Nfkbiz	-2.77e-01	0.091206
Trmt10a	-2.13e-01	0.091261
Pcid2	-2.37e-01	0.091268
Stxbp4	-2.60e-01	0.091301
Atp5j2	-2.50e-01	0.091325
	-3.10e-01	0.091332
Amz2	-2.93e-01	0.091359
Efcab7	-2.23e-01	0.091362
	-3.20e-01	0.091362
4921504P20Rik	-2.10e-01	0.091362
Tmem100	-2.10e-01	0.091362
5430411C19Rik	-3.47e-01	0.09139
Hps6	-2.13e-01	0.09139
LOC101056043	-2.33e-01	0.09139
Abtb2	-2.33e-01	0.09139
Tmeff1	-2.17e-01	0.091416
Crtc3	-2.60e-01	0.091425
Tnfrsf13b	-2.10e-01	0.091425
9030425L15Rik	-2.63e-01	0.091466
Pgs1	-2.23e-01	0.091474
Tmem176a	-2.57e-01	0.09148
Slc24a2	-2.87e-01	0.09148
Aurka	-2.07e-01	0.091555
Hfe	-2.33e-01	0.091569
Snhg7	2.47e-01	0.091584
Ces4a	-2.67e-01	0.091585
	-2.13e-01	0.091585
Efcab14	-2.13e-01	0.091585
Tnfrsf11a	-2.13e-01	0.091585
Zfp955b	-2.53e-01	0.091585
Sftpc	-2.03e-01	0.091594
Bfsp2	-3.27e-01	0.091602
5830435N17Rik	-2.17e-01	0.091602
Smarcc2	-2.10e-01	0.09163
Depdc5	-2.70e-01	0.091658
	-3.17e-01	0.091674
C1rb///C1ra	-3.33e-01	0.091674
Kif3b	-2.63e-01	0.091674
Pcdh7	-2.77e-01	0.091674
Plekhg1	-3.00e-01	0.091687
Commd1	-2.67e-01	0.091704
Prelid1	-2.53e-01	0.091722
Ccny	-2.57e-01	0.091753
Slc19a2	2.30e-01	0.091753
Wdr20a	-2.17e-01	0.091803
Ttc4	-2.37e-01	0.091803
Abhd16b	-2.47e-01	0.091822
Armc1	-4.60e-01	0.091823
Gm10062	-2.27e-01	0.091857
Vsig2	2.70e-01	0.091868
Pitpnm2	-2.57e-01	0.091901
Pgm1	-2.60e-01	0.091925
Tep1	-2.77e-01	0.091925
Sqrdl	-3.00e-01	0.091936
Ano3	-2.33e-01	0.091954
C77651	2.07e-01	0.091978
Mtl5	-3.97e-01	0.091986
Tmem209	-2.70e-01	0.091998
Ccser2	-3.23e-01	0.092012
Zfp184	-3.13e-01	0.092014
Fam160a2	-3.10e-01	0.092014
Smo	-2.73e-01	0.092014
Anxa10	-2.27e-01	0.092028
6430710M23Rik	-2.27e-01	0.092028
Srebf1	-1.97e-01	0.092028
Hoxc13	-3.13e-01	0.092034
	2.13e-01	0.092044
Srsf4	-2.33e-01	0.092046
Zfp110	-2.53e-01	0.092046
Klhl17	-2.63e-01	0.092061
Hmx2	-2.97e-01	0.092095
Mmp24	-2.97e-01	0.092095
5930427J20Rik	-2.87e-01	0.092095
Pla2g10	-2.63e-01	0.092102
Exoc6	-2.37e-01	0.092112
Dock4	-3.17e-01	0.092224
Mmab	-2.37e-01	0.092241
Syngr2	-6.43e-01	0.092244
	-2.43e-01	0.092262
Susd2	3.23e-01	0.092268
Pm20d1	-2.47e-01	0.09227
Bcs1l	-2.60e-01	0.092333
Psmf1	-2.50e-01	0.09234
Akt1s1	-3.03e-01	0.092366
Zfp830	-4.10e-01	0.092376
	3.13e-01	0.092388
A530053G22Rik	-2.17e-01	0.092388
Tmtc1	-3.70e-01	0.092388
Mepe	-2.13e-01	0.092388
E130309D02Rik	-2.30e-01	0.092389
Capsl	-3.30e-01	0.092393
Apoo	-2.13e-01	0.092459
	-2.37e-01	0.092459
Itgb1bp1	-2.43e-01	0.092465
Pmepa1	2.83e-01	0.092465
Bhmt2	-2.00e-01	0.09249
Glipr1l1	-2.90e-01	0.09249
	-2.57e-01	0.09249
	-3.87e-01	0.09249
B230308N11Rik	-2.63e-01	0.092508
	-3.10e-01	0.092551
Hbb-bs///Hbb-b2///Hbb-b1	-2.87e-01	0.092551
Rsf1	-2.77e-01	0.092551
4833444G19Rik	-2.33e-01	0.092552
Scd2	-2.33e-01	0.092552
Gm10776	2.23e-01	0.092556
Urod	-3.27e-01	0.092559
Csrnp3	-2.50e-01	0.092559
2810404I24Rik	-2.53e-01	0.092562
Dhcr7	-3.10e-01	0.092563
	-2.60e-01	0.092571
Arx	-2.63e-01	0.092577
Upf2	-2.07e-01	0.092585
Eif4g3	2.37e-01	0.09259
	-2.47e-01	0.092592
Prss40	-2.27e-01	0.092592
Elavl1	-2.20e-01	0.0926
Slc6a9	-4.03e-01	0.0926
Tor1b	-3.13e-01	0.092629
Itgb1	-2.93e-01	0.092656
Nol11	-3.03e-01	0.092694
Dusp28	-2.60e-01	0.092702
Tax1bp1	2.60e-01	0.092752
9430006E15Rik	-2.60e-01	0.092752
Gm19773	-3.20e-01	0.092754
	-2.27e-01	0.09278
Tor3a	5.03e-01	0.092784
C1qtnf3	-3.10e-01	0.092818
	-2.03e-01	0.092825
Elac2	-2.60e-01	0.092836
Zfp157	-2.53e-01	0.092836
Arhgap12	-2.53e-01	0.092836
Adam23	-2.67e-01	0.092836
Limd2	-3.87e-01	0.092879
Srsf11	-2.03e-01	0.092894
Umod	-2.27e-01	0.092894
5730596P11Rik	-2.93e-01	0.092907
Rps29	-1.97e-01	0.092959
Uimc1	-2.13e-01	0.092969
Adc	-2.57e-01	0.092983
Mmp1a	-2.47e-01	0.093003
	-2.40e-01	0.093023
9130019O22Rik	-2.57e-01	0.093031
1700026J12Rik	-2.03e-01	0.09305
Cxcl10	5.00e-01	0.093051
Aars2	-2.00e-01	0.093084
Clec4b1	-2.93e-01	0.093094
Grcc10	-3.77e-01	0.093099
Tmem59	-3.80e-01	0.093105
Mtmr1	-2.63e-01	0.093105
AA415398	-1.97e-01	0.093111
Hadhb	-2.53e-01	0.093126
Rbm5	-2.23e-01	0.093155
Gm13826///Rpl37	-2.23e-01	0.093155
Clca1	-2.43e-01	0.093159
Hoxb2	2.40e-01	0.093173
Romo1	-2.90e-01	0.093194
Lrba	-3.17e-01	0.093195
Man2b1	-2.33e-01	0.093206
Vkorc1l1	-2.93e-01	0.093221
	-2.30e-01	0.093221
Rasd2	-2.30e-01	0.093221
	-2.37e-01	0.093237
BC031181	-2.10e-01	0.093257
Arsk	-2.67e-01	0.093261
1700012D01Rik	-3.70e-01	0.093262
Slk	-2.23e-01	0.093262
Slc25a17	-3.10e-01	0.093275
	-2.93e-01	0.093283
Parp3	-3.40e-01	0.093317
Ttc39b	4.60e-01	0.093327
Pafah2	-2.67e-01	0.093344
4930428F12Rik	2.13e-01	0.093354
Ccdc77	-2.60e-01	0.093368
Psmd11	-1.93e-01	0.09338
Nfkbil1	-1.93e-01	0.09338
Ufm1	-2.90e-01	0.093396
Samd9l	3.53e-01	0.093397
2010109I03Rik	-2.27e-01	0.093409
Emd	-2.27e-01	0.093409
Gm9873	-2.07e-01	0.093421
Adam2	-2.87e-01	0.093434
Ctsk	-3.03e-01	0.093474
Zfp558	-2.93e-01	0.093497
Ino80	-2.90e-01	0.093502
	-2.23e-01	0.093502
Psmd1	-2.17e-01	0.093504
Tmem56	-2.17e-01	0.093504
Pelo	-2.57e-01	0.093507
Pgbd5	-2.60e-01	0.093538
Hsh2d	-2.87e-01	0.093542
Ap3m1	-4.50e-01	0.093557
Sardh	-2.47e-01	0.093574
Zw10	-2.27e-01	0.093582
Slc9b1	-2.43e-01	0.093595
	-2.43e-01	0.093595
Actr2	-2.57e-01	0.093653
2700089E24Rik	-2.37e-01	0.09366
Cdon	-3.87e-01	0.093673
	-2.03e-01	0.093685
	-2.50e-01	0.0937
Ppp1r42	-2.90e-01	0.093717
Camk4	2.67e-01	0.093718
1810019N24Rik	-2.97e-01	0.09372
Tgm1	-2.70e-01	0.093738
Arf6	-2.13e-01	0.093741
2610507I01Rik	-2.30e-01	0.093785
Purg	-2.10e-01	0.093796
	-1.97e-01	0.093796
Usp7	-2.73e-01	0.093798
Kcnmb4	-2.37e-01	0.093819
Creb3l2	-2.47e-01	0.093882
3110054G05Rik	-3.33e-01	0.093882
Sgtb	-2.97e-01	0.093902
Pus3	-2.03e-01	0.093909
1200007C13Rik	-2.93e-01	0.093915
	2.63e-01	0.093915
Cklf	-3.13e-01	0.093915
Sigmar1	-2.57e-01	0.093923
Faim	-2.97e-01	0.093923
Gm3244///Ndufb4	-3.33e-01	0.093923
Abcb9	-2.60e-01	0.093933
Ccdc166	-2.53e-01	0.093948
Lgalsl	-2.00e-01	0.093952
Rnf111	-2.00e-01	0.093952
Dsg2	-2.37e-01	0.09397
Tpr	-2.80e-01	0.093982
Bsg	-2.27e-01	0.093983
Hivep2	-3.27e-01	0.09403
9030613N10Rik	-2.43e-01	0.094056
Ak7	-2.10e-01	0.094061
4930564K09Rik	-2.33e-01	0.094071
Zfp809	3.57e-01	0.094077
Tbx5	-3.10e-01	0.094155
Dna2	-2.60e-01	0.09417
Otud4	3.23e-01	0.09417
Entpd4	-3.87e-01	0.094203
LOC100505323///Large	-2.57e-01	0.094204
Brat1	-2.10e-01	0.094206
Msi1	-2.87e-01	0.094206
Retnla	-2.23e-01	0.094226
Fam83h	-2.33e-01	0.094246
Exph5	-2.90e-01	0.094251
Sh3bp5	3.23e-01	0.094251
Cyp26a1	-2.67e-01	0.094268
Rpl34	-1.97e-01	0.094357
2410131K14Rik	-2.47e-01	0.094387
Nhsl1	-3.23e-01	0.094419
Sfpi1	-2.20e-01	0.094426
	-2.10e-01	0.094426
	-3.93e-01	0.094453
	-4.00e-01	0.094468
Nabp1	3.83e-01	0.09447
Actr1a	-3.40e-01	0.094474
Tollip	-2.47e-01	0.094484
Zfp319	-2.67e-01	0.094497
Fgf23	3.07e-01	0.094543
Mcpt1	-2.67e-01	0.094543
Dhrs7c	3.33e-01	0.094544
6530401F13Rik	-2.83e-01	0.094546
Rab27b	-2.83e-01	0.094546
Trim8	-2.93e-01	0.094553
Il17rd	-4.13e-01	0.094575
Trim7	-3.47e-01	0.094581
Rars2	-2.33e-01	0.094585
D130009B15Rik	-2.57e-01	0.094626
Hnrnph2	-2.10e-01	0.094626
Prodh2	-2.27e-01	0.094658
Cers4	2.20e-01	0.094672
Tnfrsf12a	-3.47e-01	0.094748
Ceacam11	-2.43e-01	0.094748
Coprs	-3.63e-01	0.09478
Gtf2i	-2.93e-01	0.09478
Sec61b	-2.47e-01	0.094793
Ube2a	-2.03e-01	0.094804
Utf1	-2.20e-01	0.094804
Rnf144a	2.37e-01	0.094812
Aqp11	-3.17e-01	0.094825
Ogfod1	-2.13e-01	0.094825
Ifi44	1.87	0.094833
Srcap	-2.27e-01	0.094834
Oasl2	1.48	0.094834
Cped1	-2.43e-01	0.094835
Wasf2	-5.90e-01	0.094849
	-3.07e-01	0.094849
AW551984	-2.33e-01	0.094849
Nr3c1	-2.33e-01	0.094849
Cyb561a3	-2.97e-01	0.094849
Abcc5	-2.97e-01	0.094849
Zfr	-2.17e-01	0.094849
	-2.93e-01	0.094849
Nos1ap	2.43e-01	0.094867
Ndufa7	-2.10e-01	0.094879
Rufy2	-2.23e-01	0.09488
C230040D14	-2.07e-01	0.094894
	-2.13e-01	0.094926
Zbtb7a	-2.40e-01	0.094926
Alas1	-3.57e-01	0.094926
2010308F09Rik	2.63e-01	0.094943
Ddx54	-3.37e-01	0.094943
Flnb	-4.53e-01	0.094961
Gm3764	3.00e-01	0.094969
Dennd1b	-2.53e-01	0.094972
Abi1	-2.03e-01	0.094975
	-2.03e-01	0.094975
C920021A13	-3.07e-01	0.094979
Aldh1a2	-2.33e-01	0.094997
	-2.10e-01	0.094999
Zdbf2	1.97e-01	0.095021
Kifap3	-2.73e-01	0.095026
Lpl	-3.77e-01	0.095026
Fam212a	-2.47e-01	0.095034
Rnf141	-2.53e-01	0.095055
B230354K17Rik	-3.50e-01	0.095061
Zfp668	-2.30e-01	0.095061
Sdpr	-2.37e-01	0.095078
Ces1d	-2.37e-01	0.095078
A730098P11Rik///Morf4l1	-5.47e-01	0.095082
	-2.77e-01	0.095082
Mrpl19	-2.23e-01	0.09509
Map3k4	-2.83e-01	0.09509
Rpap1	-2.83e-01	0.09509
Col3a1	-5.57e-01	0.095092
C78859	-2.50e-01	0.095092
Htr5a	-2.50e-01	0.095092
Nhlh2	-2.20e-01	0.0951
Mvk	-2.77e-01	0.095153
	-2.23e-01	0.095218
Mesdc1	-3.23e-01	0.095226
Actr1a	3.13e-01	0.095263
9530010C24Rik	-2.57e-01	0.095263
Iffo2	-5.43e-01	0.09528
Psmc2	-2.13e-01	0.095303
	-2.20e-01	0.095307
Amer1	-5.20e-01	0.095319
	-2.47e-01	0.095325
Gpt	-2.53e-01	0.095326
Gemin5	-2.60e-01	0.095327
Hook1	-3.13e-01	0.095351
	-2.00e-01	0.095356
2310050B05Rik	2.20e-01	0.095361
Tmem167	-2.10e-01	0.095388
	-2.43e-01	0.095388
Smarcb1	-2.50e-01	0.095388
	-3.37e-01	0.095388
Lrfn4	-2.63e-01	0.095438
Lmtk2	-3.13e-01	0.095439
	-2.07e-01	0.095509
Plek2	-1.93e-01	0.095524
Exoc5	-3.03e-01	0.095535
